Pedido;Cliente;Produto;Valor Venda;Quantidade Vendida;Custo Envio
IN-2014-82036;FP-14320;OFF-BI-10000724;9,54;2;0,42
CA-2014-144904;KW-16435;OFF-AR-10003732;5,56;2;0,42
CA-2011-115973;NG-18430;OFF-AR-10004757;2,624;1;0,42
CA-2011-134677;XP-21865;TEC-AC-10001445;9,09;3;0,42
CA-2011-163419;TZ-21580;OFF-AR-10000034;3,392;1;0,42
US-2011-157406;DA-13450;OFF-PA-10003543;10,368;2;0,42
CA-2014-119193;SK-19990;OFF-BI-10000848;1,641;1;0,42
CA-2014-165757;PL-18925;OFF-BI-10003166;10,332;3;0,42
CA-2013-130050;MC-17425;FUR-FU-10001940;9,552;3;0,42
CA-2014-134285;DS-13180;OFF-PA-10000304;15,552;3;0,42
US-2011-143707;HR-14770;TEC-PH-10003655;5,94;3;0,42
CA-2014-108000;LS-16945;OFF-EN-10002621;9,78;1;0,42
CA-2014-104927;AG-10330;OFF-BI-10003429;6,33;5;0,42
CA-2011-137092;LS-16975;OFF-PA-10002109;3,808;1;0,42
CA-2013-152730;EM-14140;OFF-AR-10003732;5,56;2;0,42
CA-2013-149965;BS-11365;TEC-AC-10004877;6,9;1;0,42
CA-2013-104311;AS-10090;OFF-ST-10002957;12,672;3;0,42
CA-2013-163951;CJ-11875;OFF-AR-10004269;16,52;5;0,42
US-2014-108343;AR-10825;OFF-PA-10000743;13,36;2;0,42
CA-2013-137127;JJ-15445;OFF-LA-10001641;9,45;3;0,42
KZ-2012-4240;FG-4260;OFF-SME-10004160;4,968;1;0,42
TU-2014-8280;JE-5475;OFF-SME-10003746;3,6;1;0,42
MD-2013-730;NF-8595;OFF-HON-10001132;4,56;1;0,42
TU-2013-4970;AH-690;OFF-TEN-10003948;13,2;2;0,42
MO-2014-5630;RE-9405;OFF-SME-10000675;7,29;1;0,42
LH-2013-7910;AR-570;OFF-KLE-10000228;28,062;2;0,42
IZ-2014-7330;JM-5250;FUR-RUB-10002021;15,87;1;0,42
BO-2014-1510;PB-9105;OFF-IBI-10001640;6,99;1;0,42
YM-2012-9880;CK-2205;OFF-EAT-10004051;4,095;1;0,42
ZI-2013-810;EM-4140;OFF-WIL-10001495;4,086;2;0,42
PL-2014-1380;RR-9315;OFF-ACC-10002834;13,11;1;0,42
KZ-2013-6120;TS-11505;OFF-HON-10004825;7,848;4;0,42
NI-2014-4590;CG-2520;OFF-CAR-10004229;4,356;2;0,42
UP-2013-1640;KT-6465;OFF-CAR-10003373;6,84;1;0,42
SL-2014-420;MH-8115;OFF-STO-10001839;16,53;1;0,42
NI-2014-9710;MG-7680;OFF-OIC-10003518;8,712;2;0,42
BN-2012-8190;AA-375;OFF-STO-10004495;27,06;2;0,42
NI-2013-2540;SS-10140;OFF-HAR-10000501;5,238;2;0,42
AJ-2013-8630;DC-3285;OFF-CAR-10001428;7,62;1;0,42
US-2013-169901;TB-21190;OFF-BI-10000188;2,848;2;0,42
US-2011-121839;PW-19240;OFF-AR-10004652;15,144;3;0,42
US-2011-111374;SH-20635;FUR-FU-10000342;9,612;3;0,42
MX-2012-143567;FM-14380;OFF-SU-10002032;14,752;2;0,42
MX-2013-145275;TA-21385;OFF-LA-10004777;40;5;0,41
MX-2011-108504;AS-10240;OFF-EN-10003999;16,36;1;0,41
US-2012-158330;SC-20725;OFF-BI-10001191;5,868;3;0,41
MX-2011-111458;MS-17365;OFF-BI-10003503;9,344;2;0,41
MX-2012-124611;FM-14290;OFF-EN-10003832;60,6;5;0,41
US-2011-149041;PB-19210;OFF-PA-10000601;7,184;2;0,41
ID-2013-69198;CR-12625;OFF-LA-10003617;9,54;2;0,41
ID-2013-77269;MT-17815;OFF-FA-10004545;44,838;6;0,41
CA-2013-162733;TT-21070;OFF-PA-10002751;5,98;1;0,41
US-2011-150574;MK-18160;OFF-BI-10000773;4,812;2;0,41
CA-2014-104220;BV-11245;OFF-BI-10003910;7,71;1;0,41
CA-2011-126361;VD-21670;OFF-AR-10000896;16,4;5;0,41
US-2013-132857;CA-12775;OFF-AR-10003251;6,672;3;0,41
US-2013-115819;JO-15280;OFF-AR-10000823;5,46;3;0,41
CA-2012-122287;SN-20560;OFF-BI-10004656;4,536;7;0,41
US-2013-129469;KL-16555;OFF-AR-10000315;4,912;2;0,41
CA-2013-157511;SV-20365;OFF-AR-10002257;2,672;1;0,41
CA-2014-113530;BC-11125;OFF-AR-10000122;5,58;1;0,41
US-2014-127341;CK-12595;OFF-BI-10001072;12,128;4;0,41
CA-2012-126557;RL-19615;OFF-BI-10003314;1,928;2;0,41
CA-2013-111409;PO-18850;OFF-LA-10002787;3;1;0,41
CA-2012-144302;ME-17320;OFF-BI-10001107;5,792;2;0,41
CA-2014-117422;FC-14245;OFF-BI-10002799;6,216;4;0,41
CA-2014-127782;TH-21115;FUR-FU-10001847;3,312;1;0,41
CA-2013-134936;ES-14080;OFF-BI-10000174;10,44;6;0,41
CA-2014-140872;NR-18550;OFF-AP-10003622;5,2;2;0,41
CA-2014-158120;KH-16330;OFF-BI-10002813;4,158;7;0,41
CA-2014-124716;BD-11560;OFF-PA-10000859;11,94;3;0,41
CA-2013-168844;NM-18520;OFF-BI-10002609;7,152;3;0,41
CA-2013-125920;SH-19975;OFF-BI-10003429;3,798;3;0,41
CA-2011-111157;NH-18610;OFF-PA-10000327;3,424;1;0,41
NI-2012-1580;DB-3210;OFF-BIN-10004512;7,326;2;0,41
MO-2014-740;FH-4275;OFF-AVE-10000357;10,53;1;0,41
NI-2014-7110;PB-9150;OFF-HAR-10000187;3,816;1;0,41
IR-2013-6870;EL-3735;OFF-SME-10003305;6,78;1;0,41
ZI-2014-7160;EH-4125;OFF-TEN-10002065;16,542;1;0,41
NI-2013-1030;NP-8325;OFF-NOV-10004585;3,141;1;0,41
UP-2014-550;CC-2220;OFF-SME-10001853;17,49;1;0,41
NI-2013-2720;AJ-945;OFF-CAR-10001746;8,064;4;0,41
CA-2012-270;RS-9420;OFF-AVE-10000909;11,85;1;0,41
NI-2014-6770;PB-9210;OFF-IBI-10004959;4,644;1;0,41
NI-2014-9770;BG-1695;OFF-ACC-10000233;4,545;1;0,41
TU-2011-7670;PA-9060;OFF-STA-10003908;11,76;2;0,41
MO-2014-3260;MT-8070;OFF-SAN-10001295;29,01;1;0,41
AO-2012-1220;DL-3495;OFF-STO-10001671;15,72;2;0,41
CA-2011-4310;BW-1110;OFF-SAN-10004746;17,01;1;0,41
TU-2012-2310;CJ-1875;OFF-SME-10004518;4,44;1;0,41
NI-2012-5940;DG-3300;OFF-EAT-10003094;4,122;1;0,41
TU-2012-190;GM-4680;OFF-HON-10002610;4,26;1;0,41
YM-2012-3890;DW-3540;OFF-BOS-10002558;54,378;6;0,41
TU-2013-7800;MY-8295;OFF-ADV-10000331;5,58;1;0,41
US-2013-135237;JR-15700;OFF-LA-10002598;8,136;2;0,41
US-2013-150574;TB-21175;OFF-ST-10003331;5,76;2;0,41
MX-2014-134719;Dp-13240;OFF-BI-10001598;3,18;1;0,41
MX-2013-135377;EM-14140;OFF-BI-10000925;4,41;5;0,41
MX-2014-128762;FW-14395;OFF-BI-10004080;5,598;1;0,4
US-2013-108343;DH-13675;OFF-FA-10004920;6,72;1;0,4
US-2013-131212;SC-20380;FUR-FU-10003414;7,044;1;0,4
MX-2014-156188;VD-21670;OFF-BI-10002523;8,6;2;0,4
MX-2012-168249;YC-21895;FUR-FU-10000350;25,2;2;0,4
MX-2014-118528;GH-14425;FUR-FU-10002751;40,008;2;0,4
ES-2013-2091965;BP-11155;FUR-BO-10004119;306,612;2;0,4
IT-2011-1373680;SD-20485;OFF-LA-10001413;17,055;3;0,4
ES-2013-5263360;RP-19390;OFF-AR-10000799;16,02;1;0,4
IT-2013-1498487;MF-18250;OFF-EN-10003977;7,479;1;0,4
IN-2012-22431;AS-10285;OFF-LA-10003778;8,07;1;0,4
IN-2014-26498;MS-17710;OFF-BI-10003646;6,6555;1;0,4
IN-2011-14017;TB-21355;OFF-BI-10001067;11,934;1;0,4
IN-2014-61967;MG-17890;OFF-PA-10004613;44,685;3;0,4
IN-2011-53336;RP-19270;OFF-EN-10004144;35,73;3;0,4
IN-2012-23089;XP-21865;OFF-LA-10000707;8,64;1;0,4
ID-2012-80181;MO-17500;OFF-BI-10003323;2,88;1;0,4
CA-2012-169397;JB-15925;OFF-FA-10000585;5,584;2;0,4
CA-2012-160059;TB-21190;OFF-BI-10000145;6,24;2;0,4
CA-2013-154403;AP-10720;OFF-PA-10001526;4,98;1;0,4
CA-2011-157623;DK-13225;OFF-AR-10003723;3,38;1;0,4
CA-2014-103380;BF-11005;OFF-AR-10003856;5,56;2;0,4
CA-2012-130995;QJ-19255;TEC-PH-10000347;4,95;1;0,4
CA-2013-152072;Dp-13240;OFF-AR-10001573;4,66;2;0,4
US-2014-146416;JE-16165;OFF-LA-10003714;3,75;1;0,4
CA-2011-104738;SP-20620;OFF-BI-10002160;2,286;3;0,4
US-2014-131583;CL-11890;OFF-PA-10000380;40,032;6;0,4
US-2012-122784;RA-19915;OFF-BI-10000546;2,88;5;0,4
CA-2013-141551;BP-11230;OFF-BI-10001249;6,38;1;0,4
US-2013-132577;JE-15475;OFF-BI-10003196;4,488;6;0,4
CA-2013-152331;LD-16855;OFF-AR-10001547;5,304;3;0,4
CA-2011-146815;PP-18955;OFF-AR-10003469;3,52;2;0,4
CA-2013-108105;GW-14605;OFF-BI-10002412;5,8;1;0,4
US-2012-130512;SM-20320;OFF-SU-10001935;3,488;2;0,4
CA-2012-127824;JC-15775;FUR-FU-10002505;10,11;3;0,4
CA-2011-111962;EB-14170;OFF-BI-10001308;10,048;2;0,4
TU-2013-1630;LD-7005;OFF-CAR-10003373;5,472;2;0,4
NI-2014-1150;NC-8415;OFF-GRE-10000328;5,004;1;0,4
KZ-2011-8410;JM-5535;OFF-EAT-10001933;27,054;2;0,4
RS-2014-3790;DP-3000;OFF-BIN-10003089;16,86;1;0,4
IR-2012-4640;YS-11880;OFF-ACC-10000798;6,66;1;0,4
IR-2013-450;HW-4935;FUR-DEF-10004355;50,37;1;0,4
TU-2013-3080;RD-9810;OFF-NOV-10003180;3,348;1;0,4
KZ-2014-2690;LH-7155;OFF-STO-10002857;8,28;2;0,4
AG-2012-8660;MP-7470;OFF-SME-10001149;17,52;1;0,4
TU-2013-1240;DL-2925;OFF-CAR-10004408;11,52;1;0,4
UG-2014-4850;SU-10665;OFF-ELD-10000819;14,535;1;0,4
TU-2013-6840;DM-2955;OFF-ENE-10002038;9;1;0,4
ZI-2011-3890;KW-6435;OFF-SAN-10004339;5,679;1;0,4
NI-2011-290;MB-7305;OFF-WIL-10003933;3,807;1;0,4
NI-2013-4180;RF-9345;OFF-BIN-10002061;13,896;1;0,4
TU-2011-6790;MT-8070;OFF-CAR-10000150;5,316;1;0,4
NI-2014-9710;MG-7680;OFF-HON-10004800;6,714;2;0,4
IZ-2014-2130;JD-6150;OFF-ADV-10004274;13,71;1;0,4
US-2012-151330;JB-16000;OFF-LA-10000970;5,52;2;0,4
MX-2013-112543;VG-21805;OFF-EN-10002778;14,4;3;0,4
MX-2014-137743;BS-11800;FUR-FU-10002007;33,6;2;0,4
US-2012-125129;RB-19435;OFF-BI-10000188;6,408;3;0,4
US-2014-129882;PK-18910;OFF-EN-10004030;32,04;3;0,4
MX-2013-122910;JR-16210;OFF-LA-10002782;4,36;1;0,39
US-2014-119354;RB-19435;OFF-LA-10002883;4,224;1;0,39
ES-2011-4753236;DB-12970;OFF-LA-10002625;13,95;3;0,39
IN-2014-30768;RH-19495;OFF-BI-10000583;9,9351;3;0,39
ID-2014-48583;AB-10015;OFF-LA-10000732;10,5894;3;0,39
IN-2014-41527;TB-21625;OFF-BI-10004369;6,615;1;0,39
IN-2014-62366;KE-16420;OFF-PA-10003906;27,48;2;0,39
IN-2011-54435;HG-14845;OFF-BI-10000518;23,64;4;0,39
ID-2013-35584;KD-16495;OFF-EN-10000224;8,8086;2;0,39
ID-2012-62807;LW-16990;OFF-BI-10000373;3,495;1;0,39
CA-2014-161984;SJ-20125;OFF-PA-10004569;7,61;1;0,39
CA-2014-131618;LS-17200;OFF-BI-10000546;2,304;4;0,39
CA-2014-147942;MS-17365;OFF-LA-10003663;5,78;2;0,39
CA-2012-123568;SC-20095;OFF-FA-10002701;5,04;3;0,39
CA-2013-128517;SW-20350;OFF-BI-10000831;5,28;2;0,39
CA-2014-107832;FH-14275;OFF-BI-10001658;7,476;1;0,39
CA-2013-145177;PP-18955;OFF-PA-10000682;4,624;1;0,39
CA-2013-169971;IL-15100;OFF-AR-10002804;3,912;1;0,39
CA-2012-113628;AH-10690;OFF-BI-10002799;4,662;3;0,39
CA-2011-103100;AB-10105;OFF-LA-10003720;3,69;1;0,39
US-2014-132206;MK-17905;OFF-BI-10000756;5,936;7;0,39
CA-2014-147228;SO-20335;FUR-FU-10000023;14,136;3;0,39
CA-2014-159107;KT-16480;OFF-FA-10001332;2,88;1;0,39
US-2014-154851;BP-11155;OFF-BI-10001525;5,715;5;0,39
US-2011-140452;BK-11260;OFF-BI-10004965;4,6;2;0,39
CA-2011-103331;KB-16315;OFF-PA-10002160;17,34;3;0,39
CA-2013-128811;SF-20200;OFF-LA-10003720;11,07;3;0,39
CA-2014-133102;ED-13885;OFF-SU-10000432;5,552;2;0,39
CA-2013-116764;EM-13825;OFF-LA-10002473;9,216;4;0,39
CA-2014-137001;GZ-14545;OFF-AR-10001231;14,7;7;0,39
US-2013-150357;EB-13975;OFF-BI-10002557;4,095;3;0,39
CA-2014-121048;TC-21295;OFF-BI-10004022;4,448;2;0,39
CA-2013-101672;DB-12910;OFF-LA-10002271;6,16;2;0,39
CA-2014-106824;AT-10735;OFF-FA-10001135;5,94;3;0,39
CA-2014-1010;DW-3585;OFF-AVE-10004708;26,52;2;0,39
UG-2011-9740;MO-7500;OFF-CAR-10001911;3,438;1;0,39
SF-2014-4320;TT-11265;OFF-WIL-10000979;19,56;4;0,39
KZ-2012-7200;JD-6015;OFF-SME-10001800;3,483;1;0,39
NI-2011-2370;DP-3165;OFF-WIL-10000986;20,142;6;0,39
IR-2014-3220;KH-6330;OFF-WIL-10001069;3,99;1;0,39
TU-2014-4880;DK-3150;OFF-BIC-10000041;10,572;1;0,39
NI-2011-5870;AG-675;FUR-ADV-10003326;6,021;1;0,39
JO-2014-6020;DV-3045;OFF-CAM-10003488;38,16;1;0,39
PL-2012-1090;BE-1335;OFF-STO-10004503;13,32;1;0,39
IS-2011-9280;TS-11085;OFF-ADV-10000331;13,95;1;0,39
TU-2011-8670;DM-3345;OFF-HAR-10000495;7,488;2;0,39
MX-2011-152597;RC-19825;OFF-BI-10002222;22,92;3;0,39
US-2014-112627;CM-11815;OFF-LA-10002883;16,896;4;0,39
MX-2011-136371;DP-13000;OFF-LA-10001294;6,5;1;0,39
US-2014-141285;DB-13405;OFF-BI-10004305;8,208;3;0,39
US-2011-159793;KN-16705;OFF-BI-10004908;5,904;1;0,38
US-2014-134313;TT-21265;OFF-PA-10002258;7,448;1;0,38
US-2013-126655;HE-14800;OFF-EN-10002226;8,784;3;0,38
MX-2011-109190;SS-20140;OFF-LA-10004495;8,12;2;0,38
MX-2014-164308;MG-18145;OFF-FA-10001684;7,3;1;0,38
ES-2011-3734581;AO-10810;OFF-BI-10003152;9,54;2;0,38
ES-2014-4995013;AH-10690;OFF-EN-10003484;6;1;0,38
IT-2012-5750622;CC-12685;OFF-AR-10002852;11,31;2;0,38
ES-2011-2272875;DW-13480;OFF-SU-10001137;89,16;4;0,38
IT-2014-4809306;MK-18160;OFF-BI-10000121;6,72;2;0,38
ES-2012-4717022;JL-15850;OFF-LA-10000767;10,86;1;0,38
IN-2014-72838;RF-19840;OFF-BI-10002712;8,16;1;0,38
ID-2012-44964;BF-11215;OFF-AR-10003875;8,2335;1;0,38
IN-2013-66265;SF-20200;OFF-BI-10002386;30,888;4;0,38
CA-2014-144638;MH-18115;OFF-AR-10003958;5,248;2;0,38
CA-2011-111500;DJ-13510;OFF-FA-10002676;12,67;7;0,38
CA-2012-158456;KT-16465;OFF-FA-10004854;45,92;4;0,38
CA-2011-165379;BM-11650;OFF-PA-10003072;10,368;2;0,38
CA-2014-100160;CB-12025;OFF-EN-10001509;4,896;3;0,38
CA-2012-106978;ZC-21910;OFF-EN-10004483;12,536;1;0,38
CA-2014-155824;KS-16300;OFF-BI-10000014;13,092;4;0,38
CA-2014-164378;MM-18055;OFF-AR-10001177;6,56;2;0,38
CA-2013-134936;ES-14080;OFF-BI-10002103;5,214;2;0,38
CA-2011-144414;GH-14425;FUR-FU-10003981;6,24;3;0,38
CA-2013-166282;PK-19075;TEC-AC-10004209;35,168;4;0,38
US-2014-120117;TB-21400;OFF-AR-10000817;6,08;2;0,38
US-2012-130491;BH-11710;OFF-AR-10001149;5,76;2;0,38
CA-2012-161795;AH-10075;OFF-AR-10001919;3,008;2;0,38
US-2012-165743;MM-18055;OFF-BI-10001758;9,612;6;0,38
US-2012-158911;RS-19765;FUR-FU-10003829;4,928;2;0,38
CA-2013-126732;LR-16915;OFF-BI-10001553;7,312;1;0,38
TU-2013-9640;AR-540;OFF-BIC-10003654;5,712;1;0,38
IZ-2012-1660;DK-3150;OFF-AVE-10004512;4,41;1;0,38
NI-2011-7970;EH-3765;OFF-SAN-10002015;4,284;1;0,38
TU-2013-5530;SC-10095;OFF-CAR-10000319;4,944;1;0,38
UP-2014-2770;VD-11670;OFF-CAR-10001746;6,72;1;0,38
BN-2013-9270;KB-6315;OFF-ACC-10004692;30,48;1;0,38
NI-2014-9060;SH-9975;OFF-IBI-10000099;4,482;1;0,38
RO-2012-10000;SP-10650;OFF-ACM-10000777;22,14;1;0,38
TU-2012-2360;JD-6060;OFF-OIC-10000492;5,736;1;0,38
NI-2013-7440;AJ-780;OFF-HAR-10001714;5,31;2;0,38
NI-2012-8510;GW-4605;OFF-HAR-10000501;5,238;2;0,38
TU-2012-9280;CS-2355;OFF-OIC-10003978;3,516;1;0,38
NI-2014-6020;EL-3735;OFF-ACC-10004278;4,248;1;0,38
TU-2013-6470;PB-8805;OFF-STO-10002857;11,04;2;0,38
UG-2013-8510;JE-5715;OFF-ACM-10003591;13,194;1;0,38
TU-2011-6790;MT-8070;OFF-TEN-10001585;6,612;1;0,38
NI-2011-7770;JS-5595;OFF-FIS-10002949;4,329;1;0,38
NI-2014-9470;CC-2550;OFF-IBI-10000951;4,095;1;0,38
RS-2011-5800;AI-855;OFF-STA-10000244;45,69;1;0,38
US-2013-118696;NB-18580;OFF-BI-10003184;4,632;2;0,38
US-2013-149125;KM-16375;OFF-ST-10003164;52,5;7;0,38
US-2014-103170;BE-11455;OFF-SU-10003485;10,92;1;0,38
US-2013-141439;RD-19720;OFF-EN-10003661;9,972;3;0,38
MX-2011-122049;MO-17800;OFF-FA-10004186;28,992;4;0,38
MX-2013-104409;TC-21475;OFF-FA-10001401;5,744;1;0,38
US-2013-130092;LD-16855;OFF-BI-10002126;2,364;2;0,38
US-2013-159590;EH-14125;OFF-AR-10000719;25,704;2;0,37
ES-2014-1749985;TM-21490;OFF-BI-10004054;10,68;2;0,37
ES-2014-3566095;AG-10330;OFF-LA-10004332;18,45;3;0,37
IT-2014-2028606;GT-14755;OFF-BI-10001249;6,318;1;0,37
ES-2011-5335946;RC-19960;OFF-LA-10003283;8,25;1;0,37
ID-2013-10909;CP-12340;OFF-BI-10002301;8,01;3;0,37
IN-2012-48548;RB-19360;OFF-BI-10004440;27,66;2;0,37
ID-2014-36263;SP-20620;OFF-FA-10003962;23,5956;4;0,37
ID-2011-62114;SC-20020;OFF-LA-10002107;9,153;1;0,37
IN-2013-80755;KH-16630;OFF-LA-10004462;5,706;1;0,37
ID-2013-80314;CK-12205;OFF-BI-10001135;7,092;2;0,37
CA-2011-116407;JF-15190;OFF-AR-10001315;4,224;3;0,37
CA-2012-119214;CW-11905;OFF-LA-10003077;14,62;2;0,37
CA-2013-140501;IM-15070;OFF-FA-10004076;3,96;2;0,37
CA-2014-115931;JM-15655;OFF-AR-10000369;4,17;3;0,37
CA-2011-166863;SC-20020;OFF-BI-10000756;3,392;4;0,37
CA-2012-110093;AB-10255;OFF-PA-10000174;16,448;2;0,37
CA-2012-113628;AH-10690;OFF-BI-10003291;5,238;2;0,37
CA-2012-165624;FH-14350;OFF-LA-10003190;8,64;3;0,37
CA-2014-117422;FC-14245;OFF-PA-10002195;4,064;1;0,37
CA-2012-156608;MT-18070;OFF-BI-10004140;3,592;4;0,37
CA-2013-138968;FC-14335;OFF-BI-10003529;4,544;2;0,37
US-2012-126753;SP-20860;OFF-BI-10003981;2,724;2;0,37
CA-2012-120845;ML-17395;OFF-BI-10004506;2,469;1;0,37
SU-2012-8130;BS-1755;OFF-CAR-10001428;7,62;1;0,37
TU-2012-9360;DP-3000;OFF-CAM-10001690;3,324;1;0,37
TU-2011-160;SG-10605;OFF-ROG-10002279;9,588;1;0,37
TU-2012-620;LW-7125;OFF-EAT-10001303;8,232;1;0,37
MO-2011-6140;RP-9270;OFF-EAT-10004307;17,88;1;0,37
EK-2013-8310;EP-3915;OFF-HON-10000966;6,48;1;0,37
TU-2012-2360;JD-6060;OFF-BIC-10003575;10,68;1;0,37
TU-2013-6430;EM-3825;FUR-ADV-10004395;16,824;1;0,37
TU-2012-450;AT-435;OFF-AVE-10003279;4,728;2;0,37
AO-2012-2750;CA-2310;OFF-CAR-10001358;4,8;1;0,37
NI-2011-1410;EH-3990;OFF-CAR-10001746;2,016;1;0,37
NI-2014-7020;RA-9285;OFF-OIC-10003879;5,931;1;0,37
NI-2014-3940;LT-7110;OFF-IBI-10003422;5,094;1;0,37
AL-2012-8670;ML-7395;OFF-WIL-10003774;6,45;1;0,37
NI-2014-2310;EM-3960;OFF-BIN-10004569;9,954;2;0,37
US-2014-143812;JL-15130;FUR-CH-10004062;76,48;2;0,37
MX-2012-115056;AW-10840;TEC-AC-10001948;74,08;2;0,37
MX-2011-162789;MF-18250;FUR-FU-10004842;52,332;7;0,37
US-2013-133907;SC-20845;OFF-LA-10003821;6,096;2;0,37
US-2014-140375;SU-20665;OFF-BI-10000930;4,644;3;0,36
MX-2012-107174;RD-19480;OFF-FA-10004626;5,54;1;0,36
MX-2014-156405;CS-12175;OFF-LA-10000845;5,56;2;0,36
MX-2013-133634;BS-11365;OFF-BI-10000185;16,48;2;0,36
US-2011-105235;TB-21355;OFF-LA-10001287;4,4;2;0,36
US-2013-152275;PB-19150;OFF-EN-10003604;2,272;1;0,36
ES-2012-4160852;YC-21895;OFF-AR-10001898;26,67;1;0,36
ES-2012-4572658;CJ-11875;OFF-EN-10001991;4,5;1;0,36
IN-2011-28451;SV-20815;OFF-EN-10003391;52,02;2;0,36
ID-2014-18154;RP-19270;OFF-FA-10003779;7,3617;1;0,36
IN-2014-39077;JK-16120;OFF-LA-10001658;7,9818;2;0,36
IN-2012-20149;MS-17530;OFF-AP-10001824;58,9632;1;0,36
CA-2013-145625;KC-16540;OFF-PA-10004569;7,61;1;0,36
CA-2012-130792;RA-19915;OFF-AP-10000696;8,652;3;0,36
US-2011-158638;AG-10765;OFF-BI-10003712;5,892;4;0,36
CA-2013-167584;LC-16870;OFF-PA-10000029;6,48;1;0,36
CA-2013-155481;DK-13225;OFF-FA-10002780;16,688;7;0,36
CA-2011-100328;JC-15340;OFF-BI-10000343;3,928;1;0,36
CA-2012-151841;TC-21475;OFF-SU-10001574;5,84;2;0,36
CA-2012-153626;EB-13870;OFF-AR-10000657;5,16;3;0,36
CA-2011-122931;SM-20950;OFF-AR-10003469;4,224;3;0,36
CA-2014-140298;JK-16120;OFF-AR-10003481;5,248;2;0,36
CA-2014-168123;JD-16060;OFF-FA-10002763;7,9;2;0,36
CA-2014-101574;BD-11725;FUR-FU-10001706;9,24;3;0,36
CA-2014-158169;JM-16195;FUR-FU-10001473;54,92;4;0,36
CA-2014-117632;CS-12175;OFF-AP-10004868;7,77;1;0,36
CA-2014-107552;AI-10855;OFF-PA-10002947;6,68;1;0,36
CA-2012-114811;KD-16495;FUR-FU-10002240;11,82;3;0,36
US-2012-115238;JW-15220;OFF-PA-10002689;6,48;1;0,36
CA-2014-110310;NB-18655;OFF-BI-10001097;5,607;3;0,36
CA-2012-100818;JM-15265;OFF-LA-10000443;5,904;2;0,36
CA-2014-117646;SC-20845;OFF-PA-10001950;6,672;1;0,36
TU-2014-40;AZ-750;OFF-TEN-10003211;6,228;1;0,36
UG-2013-9250;RE-9405;OFF-CAM-10001761;3,573;1;0,36
MA-2012-5450;MS-7530;OFF-SAN-10000874;25,83;1;0,36
KZ-2011-8410;JM-5535;OFF-AME-10002949;6,444;2;0,36
NI-2013-6940;SC-10305;OFF-JIF-10002275;3,618;1;0,36
RS-2014-1900;JD-6060;OFF-HON-10001723;13,2;1;0,36
TU-2014-3570;JH-6180;OFF-GRE-10001814;13,56;1;0,36
TU-2013-7830;LW-6990;OFF-AVE-10004827;4,572;1;0,36
TU-2012-7970;SA-10830;OFF-ACC-10004182;3,576;1;0,36
TU-2012-3070;IM-5070;OFF-WIL-10000986;4,476;1;0,36
SF-2014-7630;MS-7770;OFF-WIL-10001889;4,53;1;0,36
KE-2013-5600;AH-30;OFF-CAR-10001746;6,72;1;0,36
BO-2014-1510;PB-9105;OFF-AVE-10000608;7,83;1;0,36
TU-2014-2340;BT-1485;OFF-CAR-10004886;5,532;1;0,36
NI-2011-5790;DR-2940;OFF-SME-10001149;5,256;1;0,36
TU-2012-1410;PB-9150;OFF-GLO-10000617;8,076;1;0,36
MO-2013-3050;ES-4080;OFF-AVE-10004508;5,04;1;0,36
RS-2012-3560;BP-1050;OFF-SME-10000675;7,29;1;0,36
IZ-2014-4610;JC-5385;OFF-IBI-10003732;8,49;1;0,36
LH-2012-9760;RB-9435;OFF-HON-10002610;12,78;4;0,36
TU-2011-3440;KH-6690;OFF-STA-10000054;4,524;1;0,36
US-2013-140494;RP-19270;OFF-BI-10001167;2,496;1;0,36
MX-2011-142307;JK-16120;OFF-BI-10002483;6,4;2;0,36
US-2013-131681;YS-21880;OFF-PA-10001448;7,008;1;0,36
US-2011-129504;MJ-17740;OFF-BI-10000821;6,528;2;0,36
US-2013-105438;AJ-10780;OFF-FA-10004377;7,072;2;0,36
MX-2014-161641;CM-11935;OFF-SU-10001683;8,64;1;0,35
US-2014-102589;MM-17260;OFF-FA-10003929;6,444;1;0,35
MX-2014-137400;VG-21805;OFF-BI-10001191;3,26;1;0,35
MX-2014-159597;TH-21550;OFF-FA-10001337;3,144;1;0,35
MX-2014-110527;CM-12190;OFF-LA-10004182;26,4;3;0,35
ES-2013-4569090;GA-14725;OFF-AR-10000316;30,15;3;0,35
ES-2013-4396697;TB-21175;OFF-BI-10001544;15,96;4;0,35
ES-2014-1204770;RR-19315;OFF-LA-10001184;21,72;2;0,35
ES-2013-4477863;JG-15310;OFF-BI-10003650;4,455;1;0,35
ID-2014-37894;KL-16645;OFF-ST-10000752;81,828;1;0,35
ID-2011-26596;SJ-20125;OFF-LA-10003236;4,56;2;0,35
ID-2013-72061;BW-11110;OFF-LA-10002493;5,6763;1;0,35
IN-2013-39742;CA-12265;OFF-LA-10001497;4,8;1;0,35
ID-2011-30922;AG-10330;OFF-AR-10003875;8,2335;1;0,35
IN-2012-73510;CC-12220;OFF-EN-10000114;22,8;2;0,35
CA-2012-115742;DP-13000;FUR-FU-10001706;6,16;2;0,35
CA-2014-152275;KH-16630;OFF-AR-10000369;6,672;6;0,35
CA-2013-141082;FM-14380;OFF-LA-10001404;3,69;1;0,35
CA-2012-111094;CB-12535;OFF-PA-10001609;6,58;2;0,35
CA-2012-156377;TB-21625;OFF-BI-10002954;3,656;4;0,35
