ID Pedido;Data Pedido;Data Envio;Modo Envio;Prioridade Pedido
MX-2013-166989;30-12-2013;04-01-2014;Classe Padrao;Medio
MX-2012-100958;18-09-2012;22-09-2012;Classe Padrao;Alto
ES-2013-4362848;18-10-2013;18-10-2013;Mesmo Dia;Critico
IT-2012-4913428;21-08-2012;25-08-2012;Classe Padrao;Medio
IN-2011-27114;11-10-2011;17-10-2011;Classe Padrao;Medio
CA-2013-112893;10-09-2013;14-09-2013;Segunda Classe;Medio
CA-2012-102806;21-05-2012;28-05-2012;Classe Padrao;Baixo
CA-2014-100783;05-09-2014;09-09-2014;Segunda Classe;Alto
CA-2012-117898;05-12-2012;11-12-2012;Classe Padrao;Baixo
TU-2014-6780;13-12-2014;17-12-2014;Classe Padrao;Alto
NI-2014-6650;27-09-2014;01-10-2014;Classe Padrao;Medio
TU-2014-9920;09-05-2014;11-05-2014;Segunda Classe;Alto
NI-2011-4040;20-09-2011;24-09-2011;Classe Padrao;Medio
MX-2014-119424;05-08-2014;09-08-2014;Classe Padrao;Medio
US-2014-112368;08-06-2014;12-06-2014;Segunda Classe;Alto
MX-2014-133410;30-04-2014;05-05-2014;Classe Padrao;Medio
ES-2012-2359818;21-05-2012;25-05-2012;Classe Padrao;Alto
IT-2011-3643140;14-11-2011;18-11-2011;Classe Padrao;Medio
ES-2012-5853394;25-06-2012;01-07-2012;Classe Padrao;Medio
IT-2014-2028606;19-09-2014;23-09-2014;Classe Padrao;Medio
ID-2014-61120;22-09-2014;28-09-2014;Classe Padrao;Medio
ID-2012-23502;03-12-2012;08-12-2012;Classe Padrao;Medio
IN-2014-58236;21-05-2014;25-05-2014;Classe Padrao;Medio
CA-2012-130792;28-04-2012;05-05-2012;Classe Padrao;Medio
CA-2014-130967;11-03-2014;17-03-2014;Classe Padrao;Medio
CA-2014-127803;20-05-2014;24-05-2014;Classe Padrao;Medio
US-2011-158365;12-04-2011;17-04-2011;Classe Padrao;Medio
MO-2014-660;23-09-2014;29-09-2014;Classe Padrao;Medio
TZ-2014-1570;09-05-2014;14-05-2014;Classe Padrao;Medio
MO-2013-8440;02-12-2013;03-12-2013;Primeira Classe;Alto
CA-2012-8880;25-06-2012;27-06-2012;Primeira Classe;Critico
TU-2012-1410;15-05-2012;21-05-2012;Classe Padrao;Medio
MX-2011-108560;01-11-2011;03-11-2011;Primeira Classe;Alto
US-2013-155026;24-12-2013;25-12-2013;Primeira Classe;Alto
MX-2013-168487;25-11-2013;30-11-2013;Classe Padrao;Medio
IT-2014-4554442;27-06-2014;03-07-2014;Classe Padrao;Medio
ES-2014-4785777;31-12-2014;04-01-2015;Classe Padrao;Medio
ES-2012-4736606;27-02-2012;03-03-2012;Classe Padrao;Medio
ES-2012-5384501;24-04-2012;29-04-2012;Classe Padrao;Medio
ES-2013-4835750;24-11-2013;29-11-2013;Classe Padrao;Alto
CA-2013-134376;03-10-2013;07-10-2013;Classe Padrao;Medio
CA-2014-139416;28-03-2014;30-03-2014;Segunda Classe;Alto
CA-2014-5020;13-11-2014;13-11-2014;Mesmo Dia;Alto
NI-2012-4270;09-11-2012;13-11-2012;Classe Padrao;Medio
US-2014-114237;18-06-2014;23-06-2014;Classe Padrao;Medio
US-2011-105760;13-01-2011;17-01-2011;Classe Padrao;Alto
IT-2013-3279634;21-03-2013;26-03-2013;Classe Padrao;Medio
ES-2014-4218857;06-11-2014;11-11-2014;Classe Padrao;Medio
ID-2014-45811;20-03-2014;25-03-2014;Classe Padrao;Medio
ID-2013-53273;10-04-2013;15-04-2013;Classe Padrao;Alto
CA-2012-130610;05-07-2012;10-07-2012;Classe Padrao;Alto
IZ-2012-3500;27-01-2012;01-02-2012;Classe Padrao;Alto
IR-2011-5440;03-03-2011;09-03-2011;Classe Padrao;Medio
IR-2011-4030;05-08-2011;09-08-2011;Classe Padrao;Medio
RO-2013-5500;17-08-2013;21-08-2013;Classe Padrao;Medio
MX-2012-168221;06-09-2012;12-09-2012;Classe Padrao;Medio
ES-2014-4535198;04-11-2014;08-11-2014;Classe Padrao;Alto
ES-2013-1912825;01-10-2013;05-10-2013;Classe Padrao;Medio
IT-2012-3723061;05-11-2012;12-11-2012;Classe Padrao;Baixo
ES-2011-5201850;15-12-2011;19-12-2011;Classe Padrao;Medio
ID-2013-36809;04-01-2013;06-01-2013;Segunda Classe;Alto
ID-2014-63584;12-11-2014;17-11-2014;Classe Padrao;Alto
CA-2013-155488;14-11-2013;18-11-2013;Classe Padrao;Alto
HR-2014-4380;30-06-2014;02-07-2014;Primeira Classe;Medio
UP-2011-7210;18-05-2011;20-05-2011;Primeira Classe;Alto
AO-2011-9910;05-12-2011;12-12-2011;Classe Padrao;Medio
MO-2013-2400;23-09-2013;26-09-2013;Segunda Classe;Medio
MX-2014-146136;04-06-2014;08-06-2014;Classe Padrao;Medio
US-2014-118164;11-12-2014;16-12-2014;Classe Padrao;Medio
IT-2011-2204228;09-05-2011;14-05-2011;Classe Padrao;Medio
IN-2014-17160;20-08-2014;22-08-2014;Primeira Classe;Alto
ID-2014-26701;12-12-2014;14-12-2014;Primeira Classe;Medio
ID-2014-45790;23-09-2014;29-09-2014;Classe Padrao;Medio
IN-2014-81399;15-10-2014;21-10-2014;Classe Padrao;Medio
CA-2011-110352;23-11-2011;29-11-2011;Classe Padrao;Baixo
CA-2011-107524;02-03-2011;08-03-2011;Classe Padrao;Medio
US-2013-154256;24-06-2013;28-06-2013;Segunda Classe;Medio
CA-2012-4520;29-08-2012;02-09-2012;Classe Padrao;Alto
UP-2012-3090;25-12-2012;30-12-2012;Classe Padrao;Medio
CA-2011-4390;09-09-2011;11-09-2011;Segunda Classe;Critico
US-2014-135685;19-06-2014;23-06-2014;Classe Padrao;Medio
MX-2012-119130;12-06-2012;18-06-2012;Classe Padrao;Medio
MX-2013-167332;26-04-2013;01-05-2013;Classe Padrao;Medio
MX-2014-135650;27-06-2014;02-07-2014;Classe Padrao;Medio
ES-2014-5167464;17-01-2014;21-01-2014;Classe Padrao;Alto
ID-2012-51369;06-10-2012;11-10-2012;Classe Padrao;Alto
ID-2014-18644;18-08-2014;22-08-2014;Classe Padrao;Medio
US-2014-124926;14-11-2014;19-11-2014;Segunda Classe;Alto
CA-2014-127264;04-04-2014;06-04-2014;Primeira Classe;Critico
LH-2014-200;13-08-2014;19-08-2014;Classe Padrao;Medio
IR-2013-3700;03-09-2013;05-09-2013;Primeira Classe;Alto
EG-2012-8470;11-01-2012;14-01-2012;Primeira Classe;Alto
EG-2012-6420;26-06-2012;30-06-2012;Classe Padrao;Alto
EG-2013-2860;09-08-2013;11-08-2013;Primeira Classe;Medio
MX-2012-164588;08-06-2012;12-06-2012;Classe Padrao;Medio
US-2013-108336;14-03-2013;20-03-2013;Classe Padrao;Baixo
IT-2011-5951216;13-01-2011;20-01-2011;Classe Padrao;Medio
ES-2013-1499467;23-02-2013;28-02-2013;Classe Padrao;Medio
IN-2014-52048;30-10-2014;04-11-2014;Classe Padrao;Medio
IN-2014-72719;06-06-2014;08-06-2014;Segunda Classe;Alto
IN-2012-40253;05-10-2012;10-10-2012;Classe Padrao;Medio
CA-2011-132500;08-09-2011;12-09-2011;Classe Padrao;Medio
CA-2013-161207;30-08-2013;04-09-2013;Classe Padrao;Medio
CA-2014-154732;06-11-2014;08-11-2014;Primeira Classe;Critico
CA-2012-138219;23-03-2012;30-03-2012;Classe Padrao;Medio
CA-2011-107398;25-08-2011;30-08-2011;Classe Padrao;Medio
CA-2011-132913;24-12-2011;26-12-2011;Primeira Classe;Alto
GG-2013-3120;10-04-2013;14-04-2013;Classe Padrao;Alto
AJ-2014-9550;30-08-2014;04-09-2014;Segunda Classe;Medio
IZ-2013-1410;16-03-2013;20-03-2013;Classe Padrao;Medio
SU-2011-4120;20-08-2011;24-08-2011;Segunda Classe;Alto
TU-2014-4990;08-08-2014;11-08-2014;Segunda Classe;Critico
EG-2013-1830;26-07-2013;30-07-2013;Classe Padrao;Alto
MX-2013-109953;11-03-2013;15-03-2013;Classe Padrao;Alto
MX-2014-169621;03-09-2014;04-09-2014;Primeira Classe;Alto
US-2014-165491;21-11-2014;26-11-2014;Segunda Classe;Medio
ID-2011-56129;28-02-2011;07-03-2011;Classe Padrao;Medio
IN-2012-82988;01-05-2012;06-05-2012;Segunda Classe;Medio
US-2013-153129;27-12-2013;31-12-2013;Classe Padrao;Medio
CA-2011-132227;04-11-2011;10-11-2011;Classe Padrao;Medio
RO-2014-6060;10-07-2014;15-07-2014;Classe Padrao;Medio
SF-2012-6470;21-02-2012;26-02-2012;Classe Padrao;Medio
TZ-2014-8220;31-12-2014;06-01-2015;Classe Padrao;Medio
US-2012-150350;04-12-2012;09-12-2012;Classe Padrao;Medio
MX-2011-132815;20-04-2011;22-04-2011;Segunda Classe;Medio
MX-2011-166338;18-10-2011;25-10-2011;Classe Padrao;Baixo
ES-2014-4044571;19-04-2014;23-04-2014;Classe Padrao;Medio
ES-2013-3576323;30-07-2013;04-08-2013;Classe Padrao;Medio
ES-2014-5204081;14-08-2014;18-08-2014;Classe Padrao;Alto
ES-2013-1280086;24-11-2013;28-11-2013;Classe Padrao;Alto
ES-2014-2441398;16-10-2014;20-10-2014;Classe Padrao;Medio
ID-2012-57907;07-11-2012;09-11-2012;Primeira Classe;Alto
IN-2013-28227;01-03-2013;07-03-2013;Classe Padrao;Medio
IN-2012-78305;15-07-2012;20-07-2012;Classe Padrao;Medio
CA-2013-134348;13-11-2013;20-11-2013;Classe Padrao;Medio
US-2013-117541;15-11-2013;21-11-2013;Classe Padrao;Medio
US-2012-165743;20-11-2012;23-11-2012;Segunda Classe;Medio
CA-2013-158806;07-01-2013;11-01-2013;Classe Padrao;Medio
CA-2014-153227;05-12-2014;07-12-2014;Primeira Classe;Alto
CA-2014-152198;10-09-2014;11-09-2014;Primeira Classe;Alto
CA-2014-138870;20-06-2014;24-06-2014;Classe Padrao;Medio
ZI-2012-1610;04-01-2012;09-01-2012;Classe Padrao;Medio
TU-2011-3850;23-09-2011;28-09-2011;Segunda Classe;Medio
KZ-2012-6650;18-12-2012;19-12-2012;Primeira Classe;Medio
TU-2013-2330;27-06-2013;27-06-2013;Mesmo Dia;Alto
MX-2012-141089;02-01-2012;06-01-2012;Classe Padrao;Medio
US-2012-153983;17-04-2012;22-04-2012;Classe Padrao;Alto
MX-2014-112564;29-10-2014;02-11-2014;Classe Padrao;Alto
US-2011-102323;20-08-2011;24-08-2011;Classe Padrao;Medio
IT-2014-2540551;20-10-2014;27-10-2014;Classe Padrao;Medio
ES-2014-4624372;05-06-2014;10-06-2014;Classe Padrao;Medio
ES-2014-4618917;24-03-2014;30-03-2014;Classe Padrao;Medio
ID-2011-50501;17-06-2011;20-06-2011;Primeira Classe;Medio
IN-2013-55604;05-08-2013;09-08-2013;Classe Padrao;Medio
ID-2014-86593;09-05-2014;14-05-2014;Classe Padrao;Medio
CA-2014-151190;28-06-2014;02-07-2014;Classe Padrao;Alto
CA-2013-144337;02-08-2013;06-08-2013;Segunda Classe;Medio
US-2011-148194;04-05-2011;07-05-2011;Primeira Classe;Medio
CA-2012-128993;12-09-2012;17-09-2012;Segunda Classe;Alto
MO-2011-6300;18-08-2011;23-08-2011;Classe Padrao;Medio
IZ-2013-8810;09-11-2013;15-11-2013;Classe Padrao;Baixo
LH-2012-930;20-02-2012;25-02-2012;Segunda Classe;Alto
US-2014-155264;26-05-2014;29-05-2014;Primeira Classe;Alto
MX-2011-134425;13-12-2011;19-12-2011;Classe Padrao;Medio
ES-2012-2536289;03-09-2012;09-09-2012;Classe Padrao;Medio
IN-2013-17146;06-06-2013;10-06-2013;Classe Padrao;Medio
US-2014-108245;23-09-2014;28-09-2014;Classe Padrao;Alto
CA-2014-116358;03-11-2014;07-11-2014;Classe Padrao;Alto
US-2014-149006;07-12-2014;09-12-2014;Segunda Classe;Alto
TU-2013-9120;04-05-2013;11-05-2013;Classe Padrao;Baixo
CA-2014-3090;12-05-2014;16-05-2014;Classe Padrao;Alto
MX-2013-114062;26-05-2013;30-05-2013;Classe Padrao;Medio
ES-2014-4012309;17-12-2014;21-12-2014;Classe Padrao;Medio
IT-2011-2942451;04-01-2011;09-01-2011;Classe Padrao;Medio
IN-2013-40134;28-05-2013;01-06-2013;Classe Padrao;Medio
ID-2013-45139;05-07-2013;11-07-2013;Classe Padrao;Medio
CA-2011-162866;27-12-2011;31-12-2011;Classe Padrao;Medio
CA-2014-147144;27-03-2014;29-03-2014;Primeira Classe;Medio
CA-2014-154137;12-11-2014;18-11-2014;Classe Padrao;Medio
US-2011-164763;17-03-2011;21-03-2011;Classe Padrao;Medio
MG-2013-7870;06-04-2013;11-04-2013;Classe Padrao;Alto
CM-2011-6790;07-03-2011;14-03-2011;Classe Padrao;Baixo
TU-2012-190;19-09-2012;23-09-2012;Classe Padrao;Alto
MX-2013-108098;01-11-2013;07-11-2013;Classe Padrao;Medio
US-2014-166051;07-10-2014;11-10-2014;Segunda Classe;Medio
ES-2013-2368528;19-12-2013;23-12-2013;Classe Padrao;Medio
IN-2012-29487;19-08-2012;24-08-2012;Classe Padrao;Medio
ID-2014-83275;01-12-2014;07-12-2014;Classe Padrao;Medio
ID-2014-86887;06-10-2014;13-10-2014;Classe Padrao;Baixo
US-2014-123463;24-12-2014;24-12-2014;Mesmo Dia;Critico
CA-2014-131618;18-06-2014;21-06-2014;Primeira Classe;Alto
CA-2013-123526;25-12-2013;26-12-2013;Primeira Classe;Medio
US-2014-157224;15-09-2014;19-09-2014;Segunda Classe;Medio
MZ-2014-7640;16-10-2014;21-10-2014;Classe Padrao;Medio
TU-2013-1330;05-09-2013;08-09-2013;Primeira Classe;Alto
EG-2014-5280;13-11-2014;20-11-2014;Classe Padrao;Medio
PL-2011-200;21-04-2011;26-04-2011;Classe Padrao;Medio
MX-2013-153318;20-05-2013;27-05-2013;Classe Padrao;Baixo
MX-2013-160444;06-11-2013;11-11-2013;Classe Padrao;Medio
MX-2014-139822;27-08-2014;01-09-2014;Classe Padrao;Medio
MX-2012-108924;06-10-2012;10-10-2012;Classe Padrao;Medio
MX-2014-110877;15-09-2014;20-09-2014;Classe Padrao;Medio
ES-2014-4023075;09-06-2014;13-06-2014;Classe Padrao;Medio
US-2013-117793;24-08-2013;30-08-2013;Classe Padrao;Medio
CA-2014-124940;22-02-2014;27-02-2014;Classe Padrao;Medio
TU-2013-3100;19-02-2013;23-02-2013;Classe Padrao;Alto
SA-2013-3810;09-09-2013;16-09-2013;Classe Padrao;Baixo
UP-2013-8460;10-07-2013;15-07-2013;Classe Padrao;Medio
TU-2011-7970;02-09-2011;06-09-2011;Classe Padrao;Alto
TU-2014-9350;26-12-2014;31-12-2014;Classe Padrao;Medio
MX-2013-153493;23-10-2013;29-10-2013;Classe Padrao;Baixo
MX-2011-111318;22-11-2011;28-11-2011;Classe Padrao;Medio
US-2011-108651;14-12-2011;18-12-2011;Classe Padrao;Medio
MX-2011-128916;07-12-2011;12-12-2011;Classe Padrao;Medio
MX-2011-139542;24-11-2011;29-11-2011;Segunda Classe;Medio
MX-2014-143588;02-12-2014;06-12-2014;Classe Padrao;Medio
ES-2013-4700994;06-12-2013;10-12-2013;Classe Padrao;Medio
IN-2014-77640;10-05-2014;14-05-2014;Segunda Classe;Alto
CA-2012-158554;09-11-2012;09-11-2012;Mesmo Dia;Alto
US-2013-111563;05-11-2013;09-11-2013;Classe Padrao;Alto
MO-2013-9540;29-10-2013;04-11-2013;Classe Padrao;Medio
AM-2013-2480;17-04-2013;23-04-2013;Classe Padrao;Baixo
TU-2012-7960;09-04-2012;15-04-2012;Classe Padrao;Medio
MX-2013-116624;08-11-2013;08-11-2013;Mesmo Dia;Medio
MX-2013-147172;02-03-2013;07-03-2013;Classe Padrao;Medio
MX-2014-135482;16-10-2014;20-10-2014;Classe Padrao;Medio
IT-2014-4405865;26-08-2014;31-08-2014;Classe Padrao;Medio
ES-2014-5292672;17-12-2014;22-12-2014;Classe Padrao;Medio
IN-2012-70612;13-11-2012;19-11-2012;Classe Padrao;Medio
IN-2011-40911;22-03-2011;26-03-2011;Classe Padrao;Medio
ID-2014-59489;12-08-2014;18-08-2014;Classe Padrao;Medio
IN-2013-84052;15-07-2013;21-07-2013;Classe Padrao;Medio
CA-2014-129567;18-03-2014;22-03-2014;Segunda Classe;Alto
CA-2014-121909;01-08-2014;06-08-2014;Classe Padrao;Medio
US-2012-142020;04-06-2012;08-06-2012;Segunda Classe;Medio
CA-2014-117394;05-09-2014;11-09-2014;Classe Padrao;Baixo
US-2013-132577;23-11-2013;28-11-2013;Classe Padrao;Medio
CA-2013-167416;13-05-2013;18-05-2013;Classe Padrao;Medio
CA-2014-4440;14-08-2014;18-08-2014;Classe Padrao;Medio
GB-2014-7150;15-02-2014;21-02-2014;Classe Padrao;Medio
MX-2013-136959;25-12-2013;31-12-2013;Classe Padrao;Medio
MX-2011-131639;22-11-2011;28-11-2011;Classe Padrao;Baixo
ES-2011-1119145;17-12-2011;24-12-2011;Classe Padrao;Medio
ID-2011-41751;21-09-2011;26-09-2011;Classe Padrao;Medio
IN-2014-32490;23-05-2014;27-05-2014;Classe Padrao;Alto
CA-2014-115427;31-12-2014;04-01-2015;Classe Padrao;Medio
CA-2011-130729;24-10-2011;29-10-2011;Classe Padrao;Medio
CA-2013-103037;26-07-2013;30-07-2013;Classe Padrao;Alto
CA-2014-168179;03-11-2014;08-11-2014;Classe Padrao;Alto
NI-2013-6880;27-09-2013;02-10-2013;Segunda Classe;Medio
AO-2012-6670;20-09-2012;25-09-2012;Classe Padrao;Alto
TU-2013-2150;05-12-2013;08-12-2013;Segunda Classe;Alto
MX-2013-110079;18-12-2013;24-12-2013;Classe Padrao;Medio
ES-2013-1934375;26-02-2013;04-03-2013;Classe Padrao;Baixo
ES-2013-3322723;30-04-2013;06-05-2013;Classe Padrao;Medio
IN-2014-49402;25-09-2014;29-09-2014;Classe Padrao;Medio
US-2013-146710;28-08-2013;02-09-2013;Classe Padrao;Medio
CA-2011-164861;03-12-2011;06-12-2011;Segunda Classe;Alto
IS-2013-1770;21-12-2013;25-12-2013;Classe Padrao;Medio
CA-2012-9860;12-06-2012;17-06-2012;Classe Padrao;Medio
GH-2013-1700;28-12-2013;03-01-2014;Classe Padrao;Medio
EG-2013-6030;24-05-2013;29-05-2013;Classe Padrao;Medio
RS-2011-7010;20-01-2011;22-01-2011;Segunda Classe;Alto
TZ-2013-7040;28-01-2013;02-02-2013;Classe Padrao;Medio
MX-2013-134194;08-07-2013;12-07-2013;Segunda Classe;Medio
US-2014-164882;09-05-2014;13-05-2014;Classe Padrao;Medio
MX-2011-127145;12-06-2011;17-06-2011;Classe Padrao;Alto
ES-2013-3422294;07-09-2013;12-09-2013;Segunda Classe;Medio
ES-2014-4697376;16-06-2014;23-06-2014;Classe Padrao;Medio
ID-2013-27989;18-07-2013;22-07-2013;Classe Padrao;Medio
IN-2011-19953;29-07-2011;03-08-2011;Classe Padrao;Medio
CA-2014-138779;15-01-2014;16-01-2014;Primeira Classe;Critico
US-2011-161305;06-06-2011;12-06-2011;Classe Padrao;Medio
TU-2013-9580;20-03-2013;25-03-2013;Classe Padrao;Medio
MX-2014-100097;10-03-2014;15-03-2014;Segunda Classe;Medio
MX-2012-148362;01-10-2012;05-10-2012;Classe Padrao;Alto
MX-2011-131240;28-11-2011;03-12-2011;Classe Padrao;Alto
US-2012-153241;23-06-2012;29-06-2012;Classe Padrao;Baixo
IT-2011-1258830;30-11-2011;04-12-2011;Classe Padrao;Medio
IN-2012-54897;17-12-2012;21-12-2012;Classe Padrao;Medio
IN-2014-58173;02-05-2014;09-05-2014;Classe Padrao;Medio
ID-2011-84444;29-12-2011;05-01-2012;Classe Padrao;Baixo
CA-2014-155558;27-10-2014;03-11-2014;Classe Padrao;Baixo
CA-2012-100888;06-04-2012;10-04-2012;Classe Padrao;Medio
US-2014-100482;12-04-2014;16-04-2014;Classe Padrao;Alto
CA-2014-169474;05-02-2014;10-02-2014;Classe Padrao;Medio
US-2011-112795;23-08-2011;28-08-2011;Segunda Classe;Medio
CA-2011-128237;25-03-2011;30-03-2011;Classe Padrao;Medio
CA-2014-130715;17-09-2014;21-09-2014;Classe Padrao;Alto
TU-2014-2860;21-05-2014;26-05-2014;Classe Padrao;Medio
RS-2011-4710;14-02-2011;20-02-2011;Classe Padrao;Baixo
US-2013-159919;17-09-2013;19-09-2013;Segunda Classe;Alto
MX-2011-133564;13-06-2011;20-06-2011;Classe Padrao;Baixo
ES-2013-4231060;19-08-2013;23-08-2013;Classe Padrao;Medio
ID-2011-63017;21-01-2011;25-01-2011;Classe Padrao;Medio
IN-2011-73839;27-10-2011;02-11-2011;Classe Padrao;Medio
US-2013-137547;08-03-2013;13-03-2013;Classe Padrao;Medio
CA-2014-131212;06-12-2014;10-12-2014;Classe Padrao;Medio
TU-2012-9540;08-03-2012;09-03-2012;Primeira Classe;Alto
ZI-2012-6350;27-08-2012;31-08-2012;Classe Padrao;Medio
LH-2012-9290;06-03-2012;09-03-2012;Segunda Classe;Critico
IZ-2014-2850;30-12-2014;05-01-2015;Classe Padrao;Medio
US-2012-106600;02-10-2012;07-10-2012;Classe Padrao;Medio
US-2011-154522;06-10-2011;11-10-2011;Classe Padrao;Medio
US-2013-132983;24-09-2013;26-09-2013;Segunda Classe;Medio
US-2011-153017;24-10-2011;28-10-2011;Segunda Classe;Medio
MX-2013-142391;18-04-2013;24-04-2013;Classe Padrao;Medio
IN-2012-25203;05-09-2012;10-09-2012;Classe Padrao;Medio
IN-2014-48163;05-11-2014;11-11-2014;Classe Padrao;Medio
IN-2014-63479;24-05-2014;24-05-2014;Mesmo Dia;Alto
ID-2012-63899;19-10-2012;23-10-2012;Classe Padrao;Alto
CA-2012-144253;04-05-2012;09-05-2012;Segunda Classe;Medio
CA-2013-128258;31-03-2013;02-04-2013;Primeira Classe;Alto
CA-2011-133809;18-11-2011;23-11-2011;Segunda Classe;Alto
CA-2014-139787;20-09-2014;24-09-2014;Classe Padrao;Medio
CA-2013-132017;27-09-2013;28-09-2013;Primeira Classe;Alto
SF-2014-1680;19-07-2014;25-07-2014;Classe Padrao;Medio
MO-2012-8540;25-09-2012;02-10-2012;Classe Padrao;Medio
KZ-2014-8050;01-08-2014;05-08-2014;Classe Padrao;Medio
SA-2014-2990;23-12-2014;28-12-2014;Segunda Classe;Medio
NI-2014-1910;15-12-2014;19-12-2014;Classe Padrao;Medio
US-2014-151526;25-10-2014;01-11-2014;Classe Padrao;Baixo
ES-2011-4156324;26-08-2011;30-08-2011;Segunda Classe;Medio
ES-2012-4784843;03-04-2012;05-04-2012;Primeira Classe;Alto
ID-2014-67168;15-01-2014;19-01-2014;Classe Padrao;Medio
ID-2014-19253;26-07-2014;31-07-2014;Classe Padrao;Medio
ID-2014-68113;27-05-2014;31-05-2014;Classe Padrao;Alto
CA-2011-148488;10-12-2011;15-12-2011;Classe Padrao;Medio
CA-2014-160934;16-01-2014;20-01-2014;Classe Padrao;Alto
CA-2012-115399;19-12-2012;22-12-2012;Primeira Classe;Critico
CA-2014-103520;24-09-2014;26-09-2014;Primeira Classe;Critico
NI-2013-130;13-03-2013;17-03-2013;Classe Padrao;Medio
CA-2014-4130;09-09-2014;15-09-2014;Classe Padrao;Baixo
UP-2012-2590;11-09-2012;15-09-2012;Classe Padrao;Medio
RS-2014-8950;05-11-2014;09-11-2014;Classe Padrao;Medio
AO-2011-4910;06-01-2011;11-01-2011;Classe Padrao;Medio
MX-2013-121776;03-04-2013;05-04-2013;Segunda Classe;Medio
US-2013-144050;25-04-2013;29-04-2013;Classe Padrao;Medio
MX-2013-106054;10-08-2013;15-08-2013;Classe Padrao;Medio
ES-2011-3291135;06-12-2011;12-12-2011;Classe Padrao;Medio
ES-2013-3932669;13-11-2013;19-11-2013;Classe Padrao;Medio
ES-2012-4207693;03-07-2012;07-07-2012;Classe Padrao;Medio
ES-2011-1527372;05-12-2011;08-12-2011;Primeira Classe;Alto
ID-2012-19575;18-07-2012;23-07-2012;Classe Padrao;Medio
IN-2013-14535;11-05-2013;15-05-2013;Classe Padrao;Medio
ID-2014-14892;20-03-2014;23-03-2014;Segunda Classe;Alto
IN-2011-10384;04-04-2011;08-04-2011;Classe Padrao;Medio
IN-2014-20338;21-09-2014;26-09-2014;Classe Padrao;Medio
IN-2012-85067;09-01-2012;13-01-2012;Segunda Classe;Medio
IN-2012-82638;14-06-2012;18-06-2012;Classe Padrao;Alto
CA-2013-152814;29-04-2013;03-05-2013;Classe Padrao;Medio
CA-2011-133830;05-12-2011;10-12-2011;Classe Padrao;Medio
CA-2011-144974;26-09-2011;30-09-2011;Classe Padrao;Medio
PL-2011-4990;05-03-2011;12-03-2011;Classe Padrao;Baixo
NG-2014-3210;06-11-2014;06-11-2014;Mesmo Dia;Alto
SU-2014-9770;08-12-2014;11-12-2014;Segunda Classe;Medio
CA-2014-950;04-07-2014;07-07-2014;Primeira Classe;Critico
MX-2013-168970;19-11-2013;25-11-2013;Classe Padrao;Medio
MX-2012-121321;14-03-2012;19-03-2012;Segunda Classe;Medio
ES-2012-4942348;08-03-2012;12-03-2012;Classe Padrao;Alto
IT-2014-5534774;20-12-2014;24-12-2014;Classe Padrao;Medio
ES-2014-2523142;17-11-2014;21-11-2014;Classe Padrao;Medio
IN-2014-12414;27-05-2014;01-06-2014;Classe Padrao;Medio
CA-2011-113166;24-12-2011;26-12-2011;Primeira Classe;Alto
CA-2013-147067;19-12-2013;23-12-2013;Classe Padrao;Alto
CA-2013-122518;05-03-2013;09-03-2013;Segunda Classe;Alto
CA-2013-147683;14-11-2013;18-11-2013;Classe Padrao;Medio
CA-2014-137582;05-09-2014;09-09-2014;Classe Padrao;Alto
CA-2013-159765;10-05-2013;13-05-2013;Segunda Classe;Medio
TU-2014-0;13-02-2014;19-02-2014;Classe Padrao;Medio
LH-2013-7910;31-10-2013;02-11-2013;Primeira Classe;Medio
UP-2011-1250;24-05-2011;30-05-2011;Classe Padrao;Medio
MX-2012-165218;31-05-2012;04-06-2012;Classe Padrao;Medio
MX-2011-124555;27-01-2011;31-01-2011;Classe Padrao;Medio
MX-2012-134789;28-06-2012;03-07-2012;Classe Padrao;Medio
MX-2012-119200;26-09-2012;30-09-2012;Classe Padrao;Medio
ES-2013-1540151;28-08-2013;03-09-2013;Classe Padrao;Medio
ES-2014-2758807;29-07-2014;03-08-2014;Classe Padrao;Medio
ES-2014-5977467;13-04-2014;16-04-2014;Segunda Classe;Medio
ES-2012-3204467;10-11-2012;16-11-2012;Classe Padrao;Medio
ID-2014-51467;24-03-2014;30-03-2014;Classe Padrao;Medio
IN-2012-69436;16-08-2012;23-08-2012;Classe Padrao;Medio
IN-2012-53490;29-10-2012;04-11-2012;Classe Padrao;Medio
IN-2012-56178;25-08-2012;27-08-2012;Primeira Classe;Alto
US-2012-150161;25-07-2012;29-07-2012;Classe Padrao;Alto
CA-2013-100083;25-11-2013;30-11-2013;Classe Padrao;Medio
CA-2012-129854;22-08-2012;26-08-2012;Classe Padrao;Alto
CA-2014-166849;21-04-2014;27-04-2014;Classe Padrao;Medio
CA-2013-152646;22-11-2013;27-11-2013;Classe Padrao;Medio
TU-2014-3530;15-12-2014;19-12-2014;Classe Padrao;Medio
IZ-2014-3820;05-12-2014;05-12-2014;Mesmo Dia;Alto
TU-2011-9570;28-06-2011;04-07-2011;Classe Padrao;Baixo
US-2014-117422;30-12-2014;03-01-2015;Classe Padrao;Alto
ES-2014-2963892;23-10-2014;28-10-2014;Classe Padrao;Medio
IT-2013-1476473;24-06-2013;29-06-2013;Classe Padrao;Medio
IN-2011-76107;06-01-2011;10-01-2011;Classe Padrao;Alto
CA-2013-109820;21-11-2013;23-11-2013;Primeira Classe;Medio
