Id_Funcionario,Idade,Genero,Estado Civil,Departamento,Funcao,Viagem,Valor Diaria,Indice_Envolvimento_Trabalho,Nivel_Satisfacao_Trabalho,Salario_Mensal,Numero_Empresas_Anteriores,Disponivel_Hora_Extra,Percentual_Ultimo_Aumento_Salario,Aval_Performance,Anos_Experiencia,Numero_Treinamentos_Ano_Anterior,Anos_na_Empresa,Anos_Funcao_Atual,Anos_Desde_Ultima_Promocao,Anos_com_Gerente_Atual
844,27,Masculino,Divorciado,Data Science,Engenheiro Analitico,Viaja Raramente,269,2,4,12808,1,S,16,3,9,3,9,8,0,8
845,35,Masculino,Solteiro,Data Science,Arquiteto de Dados,Viaja Raramente,950,3,3,10221,3,N,21,4,17,3,8,5,1,6
846,28,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,760,3,2,4779,1,S,20,4,8,2,8,7,7,5
847,34,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,829,3,4,3737,0,N,19,3,4,1,3,2,0,2
848,26,Feminino,Casado,Data Science,Cientista de Dados,Viaja Frequentemente,887,2,3,2366,1,S,14,3,8,2,8,7,1,7
850,27,Masculino,Casado,Data Science,Cientista de Dados,Apenas Local,443,3,4,1706,1,N,11,3,0,6,0,0,0,0
851,51,Feminino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,1318,3,3,16307,2,N,14,3,29,2,20,6,4,17
852,44,Masculino,Solteiro,Data Science,Engenheiro de Dados,Viaja Raramente,625,3,2,5933,9,N,12,3,10,2,5,2,2,3
854,25,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,180,4,1,3424,7,N,13,3,6,3,4,3,0,1
855,33,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,586,4,1,4037,1,N,22,4,9,5,9,8,0,8
856,35,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,1343,2,1,2559,1,N,11,3,6,3,6,5,1,1
857,36,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,928,3,4,6201,1,S,14,3,18,1,18,14,4,11
859,32,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,117,3,4,4403,2,N,11,3,8,3,5,2,0,3
861,30,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Frequentemente,1012,2,4,3761,9,N,12,3,10,3,5,4,0,3
862,53,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,661,2,4,10934,7,S,18,3,35,3,5,2,0,4
864,45,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,930,3,1,10761,4,S,12,3,18,2,5,4,0,2
865,32,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,638,4,3,5175,5,N,12,3,9,3,5,3,1,3
867,52,Feminino,Casado,Data Science,Arquiteto de Dados,Viaja Frequentemente,890,2,4,13826,3,N,22,4,31,3,9,8,0,0
868,37,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,342,2,3,6334,4,N,19,3,9,2,1,0,0,0
869,28,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,1169,2,4,4936,1,N,13,3,6,6,5,1,0,4
872,22,Masculino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,1230,2,4,4775,6,N,22,4,4,2,2,2,2,2
874,44,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,986,4,4,2818,2,S,24,4,10,2,3,2,0,2
875,42,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Frequentemente,1271,3,4,2515,5,S,14,3,8,2,2,1,2,2
878,36,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1278,2,1,2342,0,N,21,4,6,3,5,4,0,3
879,25,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,141,3,1,4194,1,S,18,3,5,3,5,3,0,3
880,35,Feminino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,607,2,3,10685,1,S,20,4,17,2,17,14,5,15
881,35,Feminino,Divorciado,Data Science,Cientista de Dados,Viaja Frequentemente,130,3,2,2022,1,S,19,3,10,3,10,2,7,8
882,32,Masculino,Divorciado,Data Science,Analista de Dados,Apenas Local,300,3,4,2314,0,N,12,3,4,2,3,0,0,2
885,25,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,583,2,1,4256,1,N,12,3,5,1,5,2,0,3
887,49,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1418,3,1,3580,2,N,16,3,7,2,4,2,0,2
888,24,Masculino,Casado,Data Science,Analista de Dados,Apenas Local,1269,2,4,3162,0,N,17,3,6,2,5,2,3,4
889,32,Masculino,Casado,Data Science,Cientista de Dados,Viaja Frequentemente,379,3,2,6524,1,N,14,3,10,3,10,8,5,3
893,38,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,395,2,2,2899,0,N,19,3,3,3,2,2,1,2
894,42,Feminino,Casado,Data Science,Analista de Dados,Viaja Raramente,1265,4,4,5231,2,S,13,3,17,1,5,3,1,3
895,31,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1222,3,4,2356,3,S,19,3,8,2,6,4,0,2
896,29,Feminino,Divorciado,Data Science,Engenheiro de IA,Viaja Raramente,341,2,3,2800,6,S,19,3,5,3,3,2,0,2
897,53,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,868,3,4,11836,5,N,14,3,28,3,2,0,2,2
899,35,Masculino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,672,2,2,10903,3,N,16,3,16,2,13,10,4,8
900,37,Feminino,Casado,Data Science,Engenheiro de IA,Viaja Frequentemente,1231,3,4,2973,5,N,15,3,10,3,5,4,0,0
901,53,Feminino,Solteiro,Data Science,Engenheiro Analitico,Viaja Raramente,102,3,4,14275,6,N,18,3,33,0,12,9,3,8
902,43,Feminino,Casado,Data Science,Engenheiro de Dados,Viaja Frequentemente,422,3,4,5562,4,N,13,3,12,2,5,2,2,2
903,47,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,249,3,4,4537,0,S,22,4,8,2,7,6,7,7
904,37,Masculino,Solteiro,Data Science,Cientista de Dados,Apenas Local,1252,3,2,7642,1,S,13,3,10,2,10,0,0,9
905,50,Masculino,Divorciado,Data Science,Engenheiro de IA,Apenas Local,881,3,1,17924,1,N,11,3,31,3,31,6,14,7
909,39,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1383,2,4,5204,8,N,11,3,13,2,5,4,0,4
910,33,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,1075,3,2,2277,3,S,11,3,7,4,4,3,0,3
911,32,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Raramente,374,3,4,2795,1,S,24,4,1,2,1,0,0,1
912,29,Feminino,Divorciado,Data Science,Analista de Dados,Viaja Raramente,1086,2,4,2532,6,N,14,3,8,5,4,3,0,3
913,44,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,661,3,1,2559,1,S,13,3,8,0,8,7,7,1
916,28,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,821,3,4,4908,1,N,14,3,4,3,4,2,0,2
918,58,Masculino,Divorciado,Data Science,Analista de Dados,Viaja Frequentemente,781,2,4,2380,9,S,14,3,3,3,1,0,0,0
920,43,Feminino,Divorciado,Data Science,Arquiteto de Dados,Viaja Raramente,177,3,2,4765,4,N,21,4,4,2,1,0,0,0
922,20,Feminino,Solteiro,Data Science,Engenheiro de IA,Viaja Raramente,500,2,3,2044,1,N,13,3,2,3,2,2,0,2
923,21,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,1427,3,4,2693,1,N,19,3,1,3,1,0,0,0
924,36,Masculino,Casado,Data Science,Engenheiro de Dados,Viaja Raramente,1425,3,4,6586,0,S,17,3,17,2,16,8,4,11
925,47,Feminino,Solteiro,Data Science,Engenheiro de IA,Viaja Raramente,1454,2,4,3294,1,S,18,3,3,3,3,2,1,2
926,22,Feminino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,617,3,3,4171,0,S,19,3,4,3,3,2,0,2
927,41,Feminino,Divorciado,Data Science,Analista de Dados,Viaja Raramente,1085,1,4,2778,4,S,13,3,10,1,7,7,1,0
930,28,Feminino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,995,3,3,2377,5,N,18,3,6,2,2,2,2,2
932,39,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,1122,3,1,2404,7,S,21,4,8,2,2,2,2,2
933,27,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,618,3,3,2318,1,N,19,3,1,2,1,1,0,0
934,34,Masculino,Divorciado,Data Science,Analista de Dados,Viaja Raramente,546,3,2,2008,1,N,14,3,1,3,1,0,1,0
936,42,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,462,2,3,6244,7,N,17,3,10,6,5,4,0,3
939,33,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,1198,2,1,2799,3,S,11,3,6,1,3,2,0,2
940,58,Feminino,Divorciado,Data Science,Engenheiro de Dados,Viaja Raramente,1272,2,2,10552,2,S,13,3,24,3,6,0,0,4
941,31,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,154,2,3,2329,3,N,15,3,13,2,7,7,5,2
942,35,Feminino,Casado,Data Science,Engenheiro de Dados,Viaja Raramente,1137,3,4,4014,1,S,25,4,10,2,10,6,0,7
944,49,Feminino,Casado,Data Science,Analista de Dados,Viaja Raramente,527,3,2,7403,4,N,11,3,29,3,26,9,1,7
945,48,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1469,3,3,2259,4,N,17,3,13,2,0,0,0,0
947,31,Feminino,Casado,Data Science,Cientista de Dados,Apenas Local,1188,3,3,6932,1,N,13,3,9,2,9,8,0,0
949,36,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,188,3,4,4678,2,N,18,3,8,6,6,2,0,1
950,38,Feminino,Casado,Data Science,Engenheiro Analitico,Viaja Raramente,1333,3,1,13582,1,N,13,3,15,3,15,12,5,11
951,32,Feminino,Casado,Data Science,Analista de Dados,Apenas Local,1184,2,2,2332,6,N,20,4,5,3,3,0,0,2
952,25,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,867,2,2,2413,1,S,18,3,1,2,1,0,0,0
954,40,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,658,2,2,9705,2,N,12,3,11,2,1,0,0,0
956,26,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Frequentemente,1283,2,1,4294,1,N,12,3,7,2,7,7,0,7
957,41,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Raramente,263,3,1,4721,2,S,13,3,20,3,18,13,2,17
958,36,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Raramente,938,3,3,2519,4,N,21,4,16,6,11,8,3,9
959,19,Masculino,Solteiro,Data Science,Engenheiro de IA,Viaja Raramente,419,2,2,2121,1,S,13,3,1,3,1,0,0,0
960,20,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Raramente,129,3,1,2973,1,N,19,3,1,2,1,0,0,0
961,31,Feminino,Casado,Data Science,Engenheiro de Dados,Viaja Raramente,616,3,4,5855,0,S,11,3,10,2,9,7,8,5
964,40,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Frequentemente,1469,3,2,3617,8,S,14,3,3,2,1,1,0,0
966,32,Feminino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,498,3,1,6725,1,N,12,3,8,2,8,7,6,3
967,36,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,530,2,4,10325,1,S,11,3,16,6,16,7,3,7
969,33,Feminino,Solteiro,Data Science,Engenheiro de Dados,Viaja Raramente,1069,2,4,6949,0,N,14,3,6,3,5,0,1,4
970,37,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,625,2,3,10609,5,N,11,3,17,2,14,1,11,7
972,45,Masculino,Casado,Data Science,Analista de Dados,Apenas Local,805,3,2,4447,1,N,12,3,9,5,9,7,0,8
974,29,Feminino,Casado,Data Science,Engenheiro de IA,Viaja Frequentemente,1404,3,4,2157,1,N,15,3,3,5,3,1,0,2
975,35,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1219,3,3,4601,1,N,16,3,5,3,5,2,1,0
976,52,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,1053,3,4,17099,2,N,15,3,26,2,9,8,7,8
977,58,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,289,3,3,2479,4,N,24,4,7,4,1,0,0,0
981,53,Masculino,Divorciado,Data Science,Engenheiro de IA,Viaja Raramente,1376,3,3,14852,6,N,13,3,22,3,17,13,15,2
982,30,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,231,3,3,7264,5,N,11,3,10,2,8,4,7,7
983,38,Feminino,Solteiro,Data Science,Cientista de Dados,Apenas Local,152,3,4,5666,1,S,13,3,6,1,5,3,1,3
984,35,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,882,3,4,7823,6,N,13,3,12,2,10,9,0,8
985,39,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,903,4,3,7880,0,N,18,3,9,3,8,7,0,7
986,40,Feminino,Solteiro,Data Science,Cientista de Dados,Apenas Local,1479,4,2,13194,4,S,16,3,22,2,1,0,0,0
987,47,Masculino,Divorciado,Data Science,Arquiteto de Dados,Viaja Frequentemente,1379,4,3,5067,1,S,19,3,20,3,19,10,2,7
990,36,Masculino,Divorciado,Data Science,Cientista de Dados,Apenas Local,1229,3,4,5079,4,N,13,3,12,3,7,7,0,7
991,31,Masculino,Solteiro,Data Science,Cientista de Dados,Apenas Local,335,2,1,2321,0,S,22,4,4,0,3,2,1,2
992,33,Masculino,Solteiro,Data Science,Engenheiro de IA,Apenas Local,722,3,3,17444,1,N,11,3,10,2,10,8,6,0
994,29,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,906,2,1,2404,6,S,20,4,3,5,0,0,0,0
995,33,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,461,3,4,3452,3,N,18,3,5,4,3,2,0,2
996,45,Feminino,Divorciado,Data Science,Analista de Dados,Viaja Raramente,974,3,4,2270,3,N,14,3,8,2,5,3,0,2
997,50,Masculino,Divorciado,Data Science,Engenheiro Analitico,Viaja Raramente,1126,3,4,17399,9,N,22,4,32,1,5,4,1,3
998,33,Feminino,Casado,Data Science,Engenheiro de Dados,Viaja Frequentemente,827,4,2,5488,1,S,13,3,6,2,6,5,1,2
999,41,Masculino,Divorciado,Data Science,Engenheiro Analitico,Viaja Frequentemente,840,3,3,19419,2,N,17,3,21,2,18,16,0,11
1001,27,Feminino,Casado,Data Science,Analista de Dados,Viaja Raramente,1134,3,2,2811,9,N,14,3,4,2,2,2,2,2
1002,45,Masculino,Casado,Data Science,Analista de Dados,Apenas Local,248,3,1,3633,1,S,15,3,9,2,9,8,0,8
1003,47,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,955,3,4,4163,1,S,17,3,9,0,9,0,0,7
1004,30,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,138,3,3,2132,4,S,11,3,7,2,5,2,0,1
1005,50,Masculino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,939,3,3,13973,3,S,18,3,22,2,12,11,1,5
1006,38,Masculino,Casado,Data Science,Cientista de Dados,Viaja Frequentemente,1391,3,3,2684,0,N,17,3,3,0,2,1,0,2
1007,46,Masculino,Divorciado,Data Science,Arquiteto de Dados,Viaja Raramente,566,3,3,10845,6,N,13,3,13,3,8,7,0,7
1009,24,Feminino,Divorciado,Data Science,Arquiteto de Dados,Viaja Raramente,1206,2,3,4377,1,N,15,3,5,6,4,2,3,2
1010,35,Masculino,Divorciado,Data Science,Analista de Dados,Viaja Raramente,622,2,2,3743,1,S,24,4,5,2,4,2,0,2
1011,31,Feminino,Casado,Data Science,Arquiteto de Dados,Viaja Frequentemente,853,3,1,4148,1,N,12,3,4,1,4,3,0,3
1012,18,Masculino,Solteiro,Data Science,Cientista de Dados,Apenas Local,287,3,4,1051,1,N,15,3,0,2,0,0,0,0
1013,54,Feminino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,1441,3,3,10739,8,N,11,3,22,2,10,7,0,8
1014,35,Feminino,Divorciado,Data Science,Engenheiro de Dados,Viaja Raramente,583,3,3,10388,1,S,11,3,16,3,16,10,10,1
1015,30,Feminino,Casado,Data Science,Engenheiro Analitico,Viaja Raramente,153,4,1,11416,0,S,12,3,9,4,8,7,1,7
1016,20,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,1097,2,1,2600,1,S,15,3,1,2,1,0,0,0
1017,30,Feminino,Solteiro,Data Science,Analista de Dados,Viaja Frequentemente,109,3,2,2422,0,N,17,3,4,3,3,2,1,2
1018,26,Masculino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,1066,4,4,5472,1,N,12,3,8,2,8,7,1,3
1019,22,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,217,1,1,2451,1,N,15,3,4,3,4,3,1,1
1022,48,Masculino,Solteiro,Data Science,Engenheiro de Dados,Viaja Raramente,277,2,3,4240,2,N,13,3,19,0,2,2,2,2
1024,48,Masculino,Solteiro,Data Science,Engenheiro de Dados,Viaja Raramente,1355,2,3,10999,7,N,14,3,27,3,15,11,4,8
1025,41,Feminino,Solteiro,Data Science,Arquiteto de Dados,Viaja Raramente,549,3,3,5003,6,N,14,3,8,6,2,2,2,1
1026,39,Feminino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,466,2,4,12742,1,N,16,3,21,3,21,6,11,8
1027,27,Feminino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,1055,3,4,4227,0,N,18,3,4,2,3,2,2,2
1028,35,Masculino,Divorciado,Data Science,Analista de Dados,Viaja Raramente,802,3,4,3917,1,N,20,4,3,4,3,2,1,2
1029,42,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,265,3,3,18303,6,N,13,3,21,3,1,0,0,0
1030,50,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,804,3,4,2380,4,N,18,3,8,5,1,0,0,0
1032,59,Feminino,Solteiro,Data Science,Arquiteto de Dados,Viaja Raramente,715,2,4,13726,3,S,13,3,30,4,5,3,4,3
1033,37,Feminino,Casado,Data Science,Engenheiro de Dados,Viaja Raramente,1141,1,2,4777,5,N,15,3,15,2,1,0,0,0
1034,55,Masculino,Casado,Data Science,Engenheiro de Dados,Viaja Frequentemente,135,3,2,6385,3,S,14,3,17,3,8,7,6,7
1035,41,Feminino,Divorciado,Data Science,Engenheiro Analitico,Apenas Local,247,1,3,19973,1,N,22,4,21,3,21,16,5,10
1036,38,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,1035,3,4,6861,8,S,12,3,19,1,1,0,0,0
1037,26,Masculino,Solteiro,Data Science,Cientista de Dados,Apenas Local,265,1,1,4969,8,N,18,3,7,6,2,2,2,2
1038,52,Feminino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,266,1,4,19845,1,N,15,3,33,3,32,14,6,9
1039,44,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1448,4,4,13320,3,S,18,3,23,2,12,11,11,11
1040,50,Feminino,Casado,Data Science,Cientista de Dados,Apenas Local,145,3,3,6347,0,N,12,3,19,3,18,7,0,13
1042,36,Feminino,Solteiro,Data Science,Analista de Dados,Viaja Raramente,885,4,1,2743,1,N,16,3,18,1,17,13,15,14
1043,39,Feminino,Solteiro,Data Science,Arquiteto de Dados,Viaja Frequentemente,945,3,1,10880,1,S,13,3,21,2,21,6,2,8
1044,33,Feminino,Solteiro,Data Science,Engenheiro de IA,Apenas Local,1038,2,4,2342,0,N,19,3,3,2,2,2,2,2
1045,45,Feminino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,1234,3,4,17650,3,N,13,3,26,4,9,3,1,1
1046,32,Feminino,Solteiro,Data Science,Analista de Dados,Apenas Local,1109,3,3,4025,9,N,12,3,10,2,8,7,7,7
1047,34,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,216,4,4,9725,0,N,11,3,16,2,15,1,0,9
1048,59,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,1089,3,4,11904,3,S,14,3,14,1,6,4,0,4
1049,45,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,788,3,2,2177,1,N,16,3,6,3,6,3,0,4
1050,53,Feminino,Casado,Data Science,Cientista de Dados,Viaja Frequentemente,124,2,2,7525,2,N,12,3,30,2,15,7,6,12
1052,36,Masculino,Divorciado,Data Science,Analista de Dados,Viaja Raramente,660,3,3,4834,7,N,14,3,9,3,1,0,0,0
1053,26,Masculino,Casado,Data Science,Cientista de Dados,Viaja Frequentemente,342,3,1,2042,6,S,14,3,6,2,3,2,1,2
1055,34,Feminino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,1333,3,3,2220,1,S,19,3,1,2,1,1,0,0
1056,28,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,1144,3,2,1052,1,N,22,4,1,5,1,0,0,0
1060,38,Masculino,Casado,Data Science,Cientista de Dados,Viaja Frequentemente,1186,3,3,2821,3,N,16,3,8,2,2,2,2,2
1061,50,Masculino,Casado,Data Science,Engenheiro Analitico,Viaja Raramente,1464,3,3,19237,2,S,11,3,29,2,8,1,7,7
1062,37,Feminino,Solteiro,Data Science,Engenheiro de Dados,Viaja Raramente,124,3,2,4107,3,N,15,3,8,3,4,3,0,1
1066,40,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,300,3,1,8396,1,N,14,3,8,3,7,7,7,5
1068,26,Feminino,Divorciado,Data Science,Cientista de Dados,Viaja Frequentemente,921,2,3,2007,1,N,13,3,5,5,5,3,1,3
1069,46,Masculino,Divorciado,Data Science,Engenheiro Analitico,Viaja Raramente,430,3,4,19627,9,N,17,3,23,0,2,2,2,2
1070,54,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1082,2,3,10686,6,N,11,3,13,4,9,4,7,0
1071,56,Feminino,Casado,Data Science,Cientista de Dados,Viaja Frequentemente,1240,3,3,2942,2,N,19,3,18,4,5,4,0,3
1073,36,Feminino,Solteiro,Data Science,Arquiteto de Dados,Viaja Raramente,796,2,4,8858,0,N,11,3,15,2,14,8,7,8
1074,55,Masculino,Solteiro,Data Science,Engenheiro de IA,Apenas Local,444,2,1,16756,7,N,15,3,31,3,9,7,6,2
1076,43,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,415,2,4,10798,5,N,13,3,18,5,1,0,0,0
1077,20,Feminino,Solteiro,Data Science,Engenheiro de IA,Viaja Frequentemente,769,3,4,2323,1,S,14,3,2,3,2,2,0,2
1079,21,Feminino,Solteiro,Data Science,Analista de Dados,Viaja Raramente,1334,2,1,1416,1,N,13,3,1,6,1,0,1,0
1080,46,Feminino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,1003,2,1,4615,8,S,23,4,19,2,16,13,1,7
1081,51,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1323,3,3,2461,9,S,12,3,18,2,10,0,2,7
1082,28,Masculino,Solteiro,Data Science,Engenheiro de Dados,Apenas Local,1366,2,1,8722,1,N,12,3,10,2,10,7,1,9
1083,26,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,192,2,1,3955,1,N,16,3,6,2,5,3,1,3
1084,30,Masculino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,1176,3,1,9957,0,N,15,3,7,1,6,2,0,2
1085,41,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,509,4,3,3376,1,N,13,3,10,3,10,6,0,8
1088,38,Feminino,Casado,Data Science,Engenheiro de Dados,Viaja Raramente,330,2,3,8823,0,N,18,3,20,4,19,9,1,9
1092,40,Masculino,Casado,Data Science,Engenheiro de Dados,Viaja Raramente,1492,3,4,10322,4,N,20,4,14,6,11,10,11,1
1094,27,Masculino,Casado,Data Science,Analista de Dados,Apenas Local,1277,1,3,4621,1,N,19,3,3,4,3,2,1,2
1096,55,Masculino,Casado,Data Science,Arquiteto de Dados,Viaja Frequentemente,1091,3,2,10976,3,N,18,3,23,4,3,2,1,2
1097,28,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,857,3,3,3660,3,N,13,3,10,4,8,7,1,7
1098,44,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1376,2,1,10482,9,N,14,3,24,1,20,6,3,6
1099,33,Masculino,Divorciado,Data Science,Engenheiro de Dados,Viaja Raramente,654,2,4,7119,4,N,15,3,9,2,3,2,1,2
1100,35,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,1204,3,1,9582,0,S,22,4,9,2,8,7,4,7
1101,33,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Frequentemente,827,2,3,4508,1,N,22,4,14,4,13,7,3,8
1102,28,Masculino,Divorciado,Data Science,Analista de Dados,Viaja Raramente,895,3,3,2207,1,N,16,3,4,5,4,2,2,2
1103,34,Masculino,Solteiro,Data Science,Engenheiro de Dados,Viaja Frequentemente,618,3,4,7756,0,N,17,3,7,1,6,2,0,4
1105,37,Feminino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,309,2,4,6694,2,S,14,3,8,5,1,0,0,0
1106,25,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,1219,3,4,3691,1,S,15,3,7,3,7,7,5,6
1107,26,Masculino,Divorciado,Data Science,Analista de Dados,Viaja Raramente,1330,3,3,2377,1,N,20,4,1,0,1,1,0,0
1108,33,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,1017,2,2,2313,4,S,20,4,5,0,2,2,2,2
1109,42,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,469,3,1,17665,0,N,17,3,23,3,22,6,13,7
1111,28,Masculino,Divorciado,Data Science,Analista de Dados,Viaja Frequentemente,1009,2,2,2596,1,N,15,3,1,2,1,0,0,0
1113,50,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Frequentemente,959,3,3,4728,3,S,14,3,5,4,0,0,0,0
1114,33,Feminino,Casado,Data Science,Cientista de Dados,Viaja Frequentemente,970,3,2,4302,0,N,17,3,4,3,3,2,0,2
1115,34,Masculino,Casado,Data Science,Cientista de Dados,Apenas Local,697,2,4,2979,3,N,17,3,6,2,0,0,0,0
1116,48,Masculino,Solteiro,Data Science,Engenheiro de IA,Apenas Local,1262,4,4,16885,2,N,22,4,27,3,5,4,2,1
1117,45,Feminino,Casado,Data Science,Cientista de Dados,Apenas Local,1050,2,3,5593,1,N,13,3,15,2,15,10,4,12
1118,52,Masculino,Solteiro,Data Science,Engenheiro de Dados,Viaja Raramente,994,3,2,10445,7,N,19,3,18,4,8,6,4,0
1119,38,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,770,2,3,8740,0,S,14,3,9,2,8,7,2,7
1120,29,Feminino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,1107,3,4,2514,4,N,22,4,11,1,7,5,1,7
1121,28,Feminino,Divorciado,Data Science,Arquiteto de Dados,Viaja Raramente,950,3,2,7655,0,N,17,3,10,3,9,7,1,7
1124,46,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,406,3,3,17465,3,N,12,3,23,3,12,9,4,9
1125,38,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,130,3,2,7351,7,N,16,3,10,2,1,0,0,0
1126,43,Feminino,Casado,Data Science,Arquiteto de Dados,Viaja Frequentemente,1082,3,1,10820,8,N,11,3,18,1,8,7,0,1
